시설명,계측일자,저수율
오봉,20240118,90.6
오봉,20240119,90.7
오봉,20240120,90.7
오봉,20240121,90.7
오봉,20240122,91.5
오봉,20240123,91.5
오봉,20240124,91.4
오봉,20240125,91.4
오봉,20240126,91.4
오봉,20240127,91.4
오봉,20240128,91.4
오봉,20240129,91.3
오봉,20240130,91.3
오봉,20240131,91.3
오봉,20240201,91.5
오봉,20240202,91.8
오봉,20240203,91.8
오봉,20240204,91.8
오봉,20240205,92.3
오봉,20240206,92.7
오봉,20240207,92.8
오봉,20240208,92.3
오봉,20240209,92.3
오봉,20240210,92.3
오봉,20240211,92.3
오봉,20240212,92.3
오봉,20240213,89.7
오봉,20240214,89.9
오봉,20240215,94.5
오봉,20240216,90.9
오봉,20240217,90.9
오봉,20240218,90.9
오봉,20240219,93
오봉,20240220,94.6
오봉,20240221,90.5
오봉,20240222,89.9
오봉,20240223,86.6
오봉,20240224,86.6
오봉,20240225,86.6
오봉,20240226,88
오봉,20240227,88.6
오봉,20240228,89
오봉,20240229,89.3
오봉,20240301,89.3
오봉,20240302,89.3
오봉,20240303,89.3
오봉,20240304,90.2
오봉,20240305,90.5
오봉,20240306,91.4
오봉,20240307,92.1
오봉,20240308,92.6
오봉,20240309,92.6
오봉,20240310,92.6
오봉,20240311,93.9
오봉,20240312,90.6
오봉,20240313,89.2
오봉,20240314,90
오봉,20240315,91.5
오봉,20240316,91.5
오봉,20240317,91.5
오봉,20240318,95.1
오봉,20240319,91.7
오봉,20240320,92.7
오봉,20240321,94.5
오봉,20240322,91.7
오봉,20240323,91.7
오봉,20240324,91.7
오봉,20240325,93.4
오봉,20240326,94.7
오봉,20240327,92.9
오봉,20240328,90.5
오봉,20240329,91.8
오봉,20240330,91.8
오봉,20240331,91.8
오봉,20240401,92.9
오봉,20240402,94.3
오봉,20240403,94.3
오봉,20240404,94.1
오봉,20240405,93.5
오봉,20240406,93.5
오봉,20240407,93.5
오봉,20240408,95.1
오봉,20240409,93.6
오봉,20240410,93.6
오봉,20240411,89.2
오봉,20240412,89.7
오봉,20240413,89.7
오봉,20240414,89.7
오봉,20240415,90.1
오봉,20240416,90
오봉,20240417,89.6
오봉,20240418,89.5
오봉,20240419,89
오봉,20240420,89
오봉,20240421,89
오봉,20240422,89.8
오봉,20240423,90
오봉,20240424,90.4
오봉,20240425,91.3
오봉,20240426,91.8
오봉,20240427,91.8
오봉,20240428,91.8
오봉,20240429,91.8
오봉,20240430,91.4
오봉,20240501,91.4
오봉,20240502,90.8
오봉,20240503,90.1
오봉,20240504,90.1
오봉,20240505,90.1
오봉,20240506,90.1
오봉,20240507,87.7
오봉,20240508,88.4
오봉,20240509,88.5
오봉,20240510,88.2
오봉,20240511,88.2
오봉,20240512,88.2
오봉,20240513,86.6
오봉,20240514,85.8
오봉,20240515,85.8
오봉,20240516,88.1
오봉,20240517,90.2
오봉,20240518,90.2
오봉,20240519,90.2
오봉,20240520,86.2
오봉,20240521,85.9
오봉,20240522,85.3
오봉,20240523,84.6
오봉,20240524,83.8
오봉,20240525,83.8
오봉,20240526,83.8
오봉,20240527,81.2
오봉,20240528,80.2
오봉,20240529,79.1
오봉,20240530,78.1
오봉,20240531,76.8
오봉,20240601,76.8
오봉,20240602,76.8
오봉,20240603,73.5
오봉,20240604,72.2
오봉,20240605,71.3
오봉,20240606,71.3
오봉,20240607,69.4
오봉,20240608,69.4
오봉,20240609,69.4
오봉,20240610,65.4
오봉,20240611,63.7
오봉,20240612,62.6
오봉,20240613,61.6
오봉,20240614,60.7
오봉,20240615,60.7
오봉,20240616,60.7
오봉,20240617,57.5
오봉,20240618,56.4
오봉,20240619,55.4
오봉,20240620,54.3
오봉,20240621,53.3
오봉,20240622,53.3
오봉,20240623,53.3
오봉,20240624,51.7
오봉,20240625,51.3
오봉,20240626,50.4
오봉,20240627,49.6
오봉,20240628,48.7
오봉,20240629,47.2
오봉,20240630,47.3
오봉,20240701,47.4
오봉,20240702,47.2
오봉,20240703,50.6
오봉,20240704,51.9
오봉,20240705,52.2
오봉,20240706,52.2
오봉,20240707,52.2
오봉,20240708,50.9
오봉,20240709,51.1
오봉,20240710,51.5
오봉,20240711,52.5
오봉,20240712,52.4
오봉,20240713,52.4
오봉,20240714,52.4
오봉,20240715,51.1
오봉,20240716,51.2
오봉,20240717,51.3
오봉,20240718,51.8
오봉,20240719,55.7
오봉,20240720,55.7
오봉,20240721,55.7
오봉,20240722,58.1
오봉,20240723,58.2
오봉,20240724,58.2
오봉,20240725,58
오봉,20240726,57.6
오봉,20240727,57.6
오봉,20240728,57.6
오봉,20240729,55.7
오봉,20240730,54.8
오봉,20240731,53.7
오봉,20240801,52.7
오봉,20240802,51.6
오봉,20240803,51.6
오봉,20240804,51.6
오봉,20240805,47.9
오봉,20240806,47.1
오봉,20240807,46.1
오봉,20240808,45
오봉,20240809,43.9
오봉,20240810,43.9
오봉,20240811,43.9
오봉,20240812,40.3
오봉,20240813,39.3
오봉,20240814,38.7
오봉,20240815,38.7
오봉,20240816,37.5
오봉,20240817,37.5
오봉,20240818,37.5
오봉,20240819,35.2
오봉,20240820,34.6
오봉,20240821,33.4
오봉,20240822,32.5
오봉,20240823,31.9
오봉,20240824,31.9
오봉,20240825,31.9
오봉,20240826,29.2
오봉,20240827,29.4
오봉,20240828,30
오봉,20240829,29.8
오봉,20240830,38.7
오봉,20240831,38.7
오봉,20240901,38.7
오봉,20240902,47.3
오봉,20240903,47.8
오봉,20240904,48
오봉,20240905,48
오봉,20240906,48.2
오봉,20240907,48.2
오봉,20240908,48.2
오봉,20240909,49.2
오봉,20240910,49.1
오봉,20240911,49
오봉,20240912,48.8
오봉,20240913,50.3
오봉,20240914,50.3
오봉,20240915,50.3
오봉,20240916,50.3
오봉,20240917,50.3
오봉,20240918,50.3
오봉,20240919,66.9
오봉,20240920,68.7
오봉,20240921,75.9
오봉,20240922,75.9
오봉,20240923,77.3
오봉,20240924,83.9
오봉,20240925,88.8
오봉,20240926,90.1
오봉,20240927,92.1
오봉,20240928,92.1
오봉,20240929,92.1
오봉,20240930,83.1
오봉,20241001,83.1
오봉,20241002,79.3
오봉,20241003,79.3
오봉,20241004,81.5
오봉,20241005,81.5
오봉,20241006,81.5
오봉,20241007,82.3
오봉,20241008,82.3
오봉,20241009,82.3
오봉,20241010,82
오봉,20241011,82.7
오봉,20241012,82.7
오봉,20241013,82.7
오봉,20241014,84
오봉,20241015,84.4
오봉,20241016,84.7
오봉,20241017,84.2
오봉,20241018,84.1
오봉,20241019,84.1
오봉,20241020,84.1
오봉,20241021,89
오봉,20241022,87.5
오봉,20241023,84
오봉,20241024,81.5
오봉,20241025,82.6
오봉,20241026,82.6
오봉,20241027,82.6
오봉,20241028,85
오봉,20241029,85.8
오봉,20241030,86.1
오봉,20241031,86.4
오봉,20241101,86.4
오봉,20241102,86.4
오봉,20241103,86.4
오봉,20241104,86.3
오봉,20241105,86.6
오봉,20241106,86.7
오봉,20241107,86.9
오봉,20241108,87
오봉,20241109,87
오봉,20241110,87
오봉,20241111,86.9
오봉,20241112,86.8
오봉,20241113,86.7
오봉,20241114,87
오봉,20241115,87.2
오봉,20241116,87.2
오봉,20241117,87.2
오봉,20241118,88
오봉,20241119,88.1
오봉,20241120,88.7
오봉,20241121,88.8
오봉,20241122,88.9
오봉,20241123,88.9
오봉,20241124,88.9
오봉,20241125,89
오봉,20241126,89.2
오봉,20241127,89.5
오봉,20241128,89.7
오봉,20241129,89.7
오봉,20241130,89.7
오봉,20241201,89.7
오봉,20241202,89.7
오봉,20241203,89.8
오봉,20241204,89.8
오봉,20241205,89.7
오봉,20241206,89.7
오봉,20241207,89.7
오봉,20241208,89.7
오봉,20241209,89.4
오봉,20241210,89.3
오봉,20241211,89.2
오봉,20241212,89.2
오봉,20241213,89.1
오봉,20241214,89.1
오봉,20241215,89.1
오봉,20241216,88.7
오봉,20241217,88.6
오봉,20241218,88.4
오봉,20241219,88.2
오봉,20241220,88
오봉,20241221,88
오봉,20241222,88
오봉,20241223,87.5
오봉,20241224,87.2
오봉,20241225,87.2
오봉,20241226,86.7
오봉,20241227,86.5
오봉,20241228,86.5
오봉,20241229,86.5
오봉,20241230,85.7
오봉,20241231,85.4
오봉,20250101,85.4
오봉,20250102,84.9
오봉,20250103,84.6
오봉,20250104,84.6
오봉,20250105,84.6
오봉,20250106,83.8
오봉,20250107,83.6
오봉,20250108,83.3
오봉,20250109,82.9
오봉,20250110,82.6
오봉,20250111,82.6
오봉,20250112,82.6
오봉,20250113,81.5
오봉,20250114,81.2
오봉,20250115,80.8
오봉,20250116,80.4
오봉,20250117,80.2
오봉,20250118,80.2
오봉,20250119,80.2
오봉,20250120,79.2
오봉,20250121,78.9
오봉,20250122,78.6
오봉,20250123,78.2
오봉,20250124,77.9
오봉,20250125,77.9
오봉,20250126,77.9
오봉,20250127,77.9
오봉,20250128,77.9
오봉,20250129,77.9
오봉,20250130,77.9
오봉,20250131,75.7
오봉,20250201,75.7
오봉,20250202,75.7
오봉,20250203,74.8
오봉,20250204,74.4
오봉,20250205,74
오봉,20250206,73.7
오봉,20250207,73.3
오봉,20250208,73.3
오봉,20250209,73.3
오봉,20250210,72.2
오봉,20250211,71.7
오봉,20250212,71.4
오봉,20250213,71
오봉,20250214,70.6
오봉,20250215,70.6
오봉,20250216,70.6
오봉,20250217,69.4
오봉,20250218,69
오봉,20250219,68.6
오봉,20250220,68.2
오봉,20250221,67.9
오봉,20250222,67.9
오봉,20250223,67.9
오봉,20250224,66.7
오봉,20250225,66.2
오봉,20250226,65.9
오봉,20250227,65.5
오봉,20250228,65
오봉,20250301,65
오봉,20250302,65
오봉,20250303,65
오봉,20250304,64.2
오봉,20250305,64.1
오봉,20250306,63.8
오봉,20250307,63.5
오봉,20250308,63.5
오봉,20250309,63.5
오봉,20250310,63.1
오봉,20250311,63.5
오봉,20250312,64.4
오봉,20250313,65.9
오봉,20250314,67.1
오봉,20250315,67.1
오봉,20250316,67.1
오봉,20250317,69.7
오봉,20250318,70.4
오봉,20250319,70.8
오봉,20250320,71.1
오봉,20250321,72.1
오봉,20250322,72.1
오봉,20250323,72.1
오봉,20250324,81.7
오봉,20250325,84.5
오봉,20250326,86.9
오봉,20250327,88.1
오봉,20250328,89.1
오봉,20250329,89.1
오봉,20250330,89.1
오봉,20250331,89.5
오봉,20250401,89.5
오봉,20250402,89.9
오봉,20250403,90.3
오봉,20250404,90.9
오봉,20250405,90.9
오봉,20250406,91.6
오봉,20250407,91.9
오봉,20250408,92.2
오봉,20250409,92.5
오봉,20250410,92.8
오봉,20250411,92.9
오봉,20250412,92.9
오봉,20250413,92.9
오봉,20250414,93.6
오봉,20250415,93.4
오봉,20250416,93.3
오봉,20250417,92.8
오봉,20250418,92.3
오봉,20250419,91.8
오봉,20250420,91.8
오봉,20250421,90.9
오봉,20250422,90.3
오봉,20250423,90.2
오봉,20250424,90
오봉,20250425,89.4
오봉,20250426,89.4
오봉,20250427,89.4
오봉,20250428,87.8
오봉,20250429,87.2
오봉,20250430,86.9
오봉,20250501,86.2
오봉,20250502,85.3
오봉,20250503,85.3
오봉,20250504,85.3
오봉,20250505,85.3
오봉,20250506,82
오봉,20250507,81.4
오봉,20250508,80.3
오봉,20250509,79.4
오봉,20250510,79.4
오봉,20250511,79.4
오봉,20250512,77.8
오봉,20250513,76.9
오봉,20250514,75.9
오봉,20250515,75.6
오봉,20250516,74.6
오봉,20250517,74.6
오봉,20250518,74.6
오봉,20250519,72.6
오봉,20250520,71.6
오봉,20250521,70.7
오봉,20250522,69.9
오봉,20250523,69.1
오봉,20250524,69.1
오봉,20250525,69.1
오봉,20250526,67.2
오봉,20250527,66.4
오봉,20250528,65.6
오봉,20250529,64.8
오봉,20250530,64.1
오봉,20250531,64.1
오봉,20250601,64.1
오봉,20250602,61.2
오봉,20250603,61.2
오봉,20250604,59.5
오봉,20250605,58.6
오봉,20250606,57.5
오봉,20250607,56.6
오봉,20250608,55.5
오봉,20250609,54.5
오봉,20250610,53.9
오봉,20250611,53.3
오봉,20250612,52.7
오봉,20250613,51.5
오봉,20250614,51.5
오봉,20250615,51.5
오봉,20250616,49.2
오봉,20250617,48.8
오봉,20250618,47.6
오봉,20250619,46.5
오봉,20250620,45.6
오봉,20250621,45.6
오봉,20250622,45
오봉,20250623,43.9
오봉,20250624,42.8
오봉,20250625,42.3
오봉,20250626,41.9
오봉,20250627,41.3
오봉,20250628,40.2
오봉,20250629,40.2
오봉,20250630,39.2
오봉,20250701,38.5
오봉,20250702,37.2
오봉,20250703,36.4
오봉,20250704,35.9
오봉,20250705,35.4
오봉,20250706,34.5
오봉,20250707,33.3
오봉,20250708,32
오봉,20250709,30.9
오봉,20250710,30.3
오봉,20250711,29.7
오봉,20250712,28.9
오봉,20250713,28.9
오봉,20250714,26.7
오봉,20250715,27.1
오봉,20250716,29.8
오봉,20250717,30.3
오봉,20250718,31.8
오봉,20250719,32.5
오봉,20250720,35.3
오봉,20250721,36.3
오봉,20250722,36.6
오봉,20250723,36.7
오봉,20250724,36.4
오봉,20250725,35.6
오봉,20250726,35
오봉,20250727,34.7
오봉,20250728,34.3
오봉,20250729,33.8
오봉,20250730,32.6
오봉,20250731,31.4
오봉,20250801,30.8
오봉,20250802,30.2
오봉,20250803,29.7
오봉,20250804,29.2
오봉,20250805,28.9
오봉,20250806,28.3
오봉,20250807,28.2
오봉,20250808,27.8
오봉,20250809,27.4
오봉,20250810,27.1
오봉,20250811,26.4
오봉,20250812,25.4
오봉,20250813,24.6
오봉,20250814,24.3
오봉,20250815,23.8
오봉,20250816,23.4
오봉,20250817,22.9
오봉,20250818,22.3
오봉,20250819,21.8
오봉,20250820,21.3
오봉,20250821,20.1
오봉,20250822,19
오봉,20250823,18.3
오봉,20250824,17.8
오봉,20250825,17.4
오봉,20250826,16.8
오봉,20250827,16.4
오봉,20250828,15.9
오봉,20250829,15.7
오봉,20250830,15.3
오봉,20250831,14.9
오봉,20250901,14.5
오봉,20250902,14.2
오봉,20250903,13.9
오봉,20250904,13.5
오봉,20250905,13.2
오봉,20250906,12.9
오봉,20250907,12.7
오봉,20250908,12.4
오봉,20250909,12.3
오봉,20250910,12
오봉,20250911,11.8
오봉,20250912,11.6
오봉,20250913,11.8
오봉,20250914,15.6
오봉,20250915,16.3
오봉,20250916,16.5
오봉,20250917,16.7
오봉,20250918,23.8
오봉,20250919,27.8
오봉,20250920,34.9
오봉,20250921,51.8
오봉,20250922,58.6
오봉,20250923,62
오봉,20250924,63.7
오봉,20250925,65
오봉,20250926,66
오봉,20250927,66
오봉,20250928,66
오봉,20250929,67.9
오봉,20250930,68.4
오봉,20251001,68.7
오봉,20251002,69
오봉,20251003,69
오봉,20251004,69
오봉,20251005,69
오봉,20251006,69
오봉,20251007,84
오봉,20251008,84
오봉,20251009,84
오봉,20251010,88.6
오봉,20251011,88.6
오봉,20251012,88.6
오봉,20251013,89.7
오봉,20251014,88.7
오봉,20251015,85.3
오봉,20251016,87.2
오봉,20251017,87.8
오봉,20251018,87.8
오봉,20251019,87.8
오봉,20251020,88.3
오봉,20251021,88.1
오봉,20251022,86.8
오봉,20251023,91.1
오봉,20251024,89
오봉,20251025,89
오봉,20251026,89
오봉,20251027,91.6
오봉,20251028,92.9
오봉,20251029,93.8
오봉,20251030,94.2
오봉,20251031,94.5
오봉,20251101,94.5
오봉,20251102,94.5
오봉,20251103,94.5
오봉,20251104,94
오봉,20251105,94.2
오봉,20251106,94.4
오봉,20251107,94.5
오봉,20251108,94.5
오봉,20251109,94.5
오봉,20251110,95.1
오봉,20251111,94.8
오봉,20251112,94.6
오봉,20251113,94.6
오봉,20251114,94.5
오봉,20251115,94.5
오봉,20251116,94.5
오봉,20251117,94.7
오봉,20251118,94.6
오봉,20251119,95
오봉,20251120,95.1
오봉,20251121,95.4
오봉,20251122,95.4
오봉,20251123,95.4
오봉,20251124,96
오봉,20251125,95.7
오봉,20251126,95.5
오봉,20251127,95.6
